id,title,abstract,authors,date,categories,comment,pdf_url
2503.13570v1,ExChanGeAI: An End-to-End Platform and Efficient Foundation Model for Electrocardiogram Analysis and Fine-tuning,"Electrocardiogram data, one of the most widely available biosignal data, has
become increasingly valuable with the emergence of deep learning methods,
providing novel insights into cardiovascular diseases and broader health
conditions. However, heterogeneity of electrocardiogram formats, limited access
to deep learning model weights and intricate algorithmic steps for effective
fine-tuning for own disease target labels result in complex workflows. In this
work, we introduce ExChanGeAI, a web-based end-to-end platform that streamlines
the reading of different formats, pre-processing, visualization and custom
machine learning with local and privacy-preserving fine-tuning. ExChanGeAI is
adaptable for use on both personal computers and scalable to high performance
server environments. The platform offers state-of-the-art deep learning models
for training from scratch, alongside our novel open-source electrocardiogram
foundation model CardX, pre-trained on over one million electrocardiograms.
Evaluation across three external validation sets, including an entirely new
testset extracted from routine care, demonstrate the fine-tuning capabilities
of ExChanGeAI. CardX outperformed the benchmark foundation model while
requiring significantly fewer parameters and lower computational resources. The
platform enables users to empirically determine the most suitable model for
their specific tasks based on systematic validations.The code is available at
https://imigitlab.uni-muenster.de/published/exchangeai .","['Lucas Bickmann', 'Lucas Plagwitz', 'Antonius Büscher', 'Lars Eckardt', 'Julian Varghese']",2025-03-17,"['cs.LG', 'cs.AI']",,http://arxiv.org/pdf/2503.13570v1
2503.13077v1,Towards Better Sample Efficiency in Multi-Agent Reinforcement Learning via Exploration,"Multi-agent reinforcement learning has shown promise in learning cooperative
behaviors in team-based environments. However, such methods often demand
extensive training time. For instance, the state-of-the-art method TiZero takes
40 days to train high-quality policies for a football environment. In this
paper, we hypothesize that better exploration mechanisms can improve the sample
efficiency of multi-agent methods. We propose two different approaches for
better exploration in TiZero: a self-supervised intrinsic reward and a random
network distillation bonus. Additionally, we introduce architectural
modifications to the original algorithm to enhance TiZero's computational
efficiency. We evaluate the sample efficiency of these approaches through
extensive experiments. Our results show that random network distillation
improves training sample efficiency by 18.8% compared to the original TiZero.
Furthermore, we evaluate the qualitative behavior of the models produced by
both variants against a heuristic AI, with the self-supervised reward
encouraging possession and random network distillation leading to a more
offensive performance. Our results highlights the applicability of our random
network distillation variant in practical settings. Lastly, due to the nature
of the proposed method, we acknowledge its use beyond football simulation,
especially in environments with strong multi-agent and strategic aspects.","['Amir Baghi', 'Jens Sjölund', 'Joakim Bergdahl', 'Linus Gisslén', 'Alessandro Sestini']",2025-03-17,"['cs.LG', 'cs.MA']","8 pages, 3 figures",http://arxiv.org/pdf/2503.13077v1
2503.13057v1,"MaskSDM with Shapley values to improve flexibility, robustness, and explainability in species distribution modeling","Species Distribution Models (SDMs) play a vital role in biodiversity
research, conservation planning, and ecological niche modeling by predicting
species distributions based on environmental conditions. The selection of
predictors is crucial, strongly impacting both model accuracy and how well the
predictions reflect ecological patterns. To ensure meaningful insights, input
variables must be carefully chosen to match the study objectives and the
ecological requirements of the target species. However, existing SDMs,
including both traditional and deep learning-based approaches, often lack key
capabilities for variable selection: (i) flexibility to choose relevant
predictors at inference without retraining; (ii) robustness to handle missing
predictor values without compromising accuracy; and (iii) explainability to
interpret and accurately quantify each predictor's contribution. To overcome
these limitations, we introduce MaskSDM, a novel deep learning-based SDM that
enables flexible predictor selection by employing a masked training strategy.
This approach allows the model to make predictions with arbitrary subsets of
input variables while remaining robust to missing data. It also provides a
clearer understanding of how adding or removing a given predictor affects model
performance and predictions. Additionally, MaskSDM leverages Shapley values for
precise predictor contribution assessments, improving upon traditional
approximations. We evaluate MaskSDM on the global sPlotOpen dataset, modeling
the distributions of 12,738 plant species. Our results show that MaskSDM
outperforms imputation-based methods and approximates models trained on
specific subsets of variables. These findings underscore MaskSDM's potential to
increase the applicability and adoption of SDMs, laying the groundwork for
developing foundation models in SDMs that can be readily applied to diverse
ecological applications.","['Robin Zbinden', 'Nina van Tiel', 'Gencer Sumbul', 'Chiara Vanalli', 'Benjamin Kellenberger', 'Devis Tuia']",2025-03-17,"['cs.LG', 'cs.CV']",,http://arxiv.org/pdf/2503.13057v1
2503.13056v1,Deep Hedging of Green PPAs in Electricity Markets,"In power markets, Green Power Purchase Agreements have become an important
contractual tool of the energy transition from fossil fuels to renewable
sources such as wind or solar radiation. Trading Green PPAs exposes agents to
price risks and weather risks. Also, developed electricity markets feature the
so-called cannibalisation effect : large infeeds induce low prices and vice
versa. As weather is a non-tradable entity the question arises how to hedge and
risk-manage in this highly incom-plete setting. We propose a ''deep hedging''
framework utilising machine learning methods to construct hedging strategies.
The resulting strategies outperform static and dynamic benchmark strategies
with respect to different risk measures.","['Richard Biegler-König', 'Daniel Oeltz']",2025-03-17,"['q-fin.CP', 'cs.LG', 'q-fin.RM']",,http://arxiv.org/pdf/2503.13056v1
2503.13051v1,Permutation Learning with Only N Parameters: From SoftSort to Self-Organizing Gaussians,"Sorting and permutation learning are key concepts in optimization and machine
learning, especially when organizing high-dimensional data into meaningful
spatial layouts. The Gumbel-Sinkhorn method, while effective, requires N*N
parameters to determine a full permutation matrix, making it computationally
expensive for large datasets. Low-rank matrix factorization approximations
reduce memory requirements to 2MN (with M << N), but they still struggle with
very large problems. SoftSort, by providing a continuous relaxation of the
argsort operator, allows differentiable 1D sorting, but it faces challenges
with multidimensional data and complex permutations. In this paper, we present
a novel method for learning permutations using only N parameters, which
dramatically reduces storage costs. Our approach builds on SoftSort, but
extends it by iteratively shuffling the N indices of the elements to be sorted
through a separable learning process. This modification significantly improves
sorting quality, especially for multidimensional data and complex optimization
criteria, and outperforms pure SoftSort. Our method offers improved memory
efficiency and scalability compared to existing approaches, while maintaining
high-quality permutation learning. Its dramatically reduced memory requirements
make it particularly well-suited for large-scale optimization tasks, such as
""Self-Organizing Gaussians"", where efficient and scalable permutation learning
is critical.","['Kai Uwe Barthel', 'Florian Barthel', 'Peter Eisert']",2025-03-17,"['cs.LG', 'cs.CV', 'stat.ML']",,http://arxiv.org/pdf/2503.13051v1
2503.13050v2,E-Values Expand the Scope of Conformal Prediction,"Conformal prediction is a powerful framework for distribution-free
uncertainty quantification. The standard approach to conformal prediction
relies on comparing the ranks of prediction scores: under exchangeability, the
rank of a future test point cannot be too extreme relative to a calibration
set. This rank-based method can be reformulated in terms of p-values. In this
paper, we explore an alternative approach based on e-values, known as conformal
e-prediction. E-values offer key advantages that cannot be achieved with
p-values, enabling new theoretical and practical capabilities. In particular,
we present three applications that leverage the unique strengths of e-values:
batch anytime-valid conformal prediction, fixed-size conformal sets with
data-dependent coverage, and conformal prediction under ambiguous ground truth.
Overall, these examples demonstrate that e-value-based constructions provide a
flexible expansion of the toolbox of conformal prediction.","['Etienne Gauthier', 'Francis Bach', 'Michael I. Jordan']",2025-03-17,"['stat.ML', 'cs.LG']",Code available at: https://github.com/GauthierE/evalues-expand-cp,http://arxiv.org/pdf/2503.13050v2
2503.13568v1,WMINet: A Wheel-Mounted Inertial Learning Approach For Mobile-Robot Positioning,"Autonomous mobile robots are widely used for navigation, transportation, and
inspection tasks indoors and outdoors. In practical situations of limited
satellite signals or poor lighting conditions, navigation depends only on
inertial sensors. In such cases, the navigation solution rapidly drifts due to
inertial measurement errors. In this work, we propose WMINet a wheel-mounted
inertial deep learning approach to estimate the mobile robot's position based
only on its inertial sensors. To that end, we merge two common practical
methods to reduce inertial drift: a wheel-mounted approach and driving the
mobile robot in periodic trajectories. Additionally, we enforce a wheelbase
constraint to further improve positioning performance. To evaluate our proposed
approach we recorded using the Rosbot-XL a wheel-mounted initial dataset
totaling 190 minutes, which is made publicly available. Our approach
demonstrated a 66\% improvement over state-of-the-art approaches. As a
consequence, our approach enables navigation in challenging environments and
bridges the pure inertial gap. This enables seamless robot navigation using
only inertial sensors for short periods.","['Gal Versano', 'Itzik Klein']",2025-03-17,"['cs.RO', 'cs.AI', 'cs.LG']",,http://arxiv.org/pdf/2503.13568v1
2503.13008v1,Knowledge Distillation: Enhancing Neural Network Compression with Integrated Gradients,"Efficient deployment of deep neural networks on resource-constrained devices
demands advanced compression techniques that preserve accuracy and
interoperability. This paper proposes a machine learning framework that
augments Knowledge Distillation (KD) with Integrated Gradients (IG), an
attribution method, to optimise the compression of convolutional neural
networks. We introduce a novel data augmentation strategy where IG maps,
precomputed from a teacher model, are overlaid onto training images to guide a
compact student model toward critical feature representations. This approach
leverages the teacher's decision-making insights, enhancing the student's
ability to replicate complex patterns with reduced parameters. Experiments on
CIFAR-10 demonstrate the efficacy of our method: a student model, compressed
4.1-fold from the MobileNet-V2 teacher, achieves 92.5% classification accuracy,
surpassing the baseline student's 91.4% and traditional KD approaches, while
reducing inference latency from 140 ms to 13 ms--a tenfold speedup. We perform
hyperparameter optimisation for efficient learning. Comprehensive ablation
studies dissect the contributions of KD and IG, revealing synergistic effects
that boost both performance and model explainability. Our method's emphasis on
feature-level guidance via IG distinguishes it from conventional KD, offering a
data-driven solution for mining transferable knowledge in neural architectures.
This work contributes to machine learning by providing a scalable,
interpretable compression technique, ideal for edge computing applications
where efficiency and transparency are paramount.","['David E. Hernandez', 'Jose Ramon Chang', 'Torbjörn E. M. Nordling']",2025-03-17,"['cs.LG', 'cs.CV', '68T05, 68T07', 'I.2.6; I.4.2; I.4.9']","15 pages, 3 figures, conference",http://arxiv.org/pdf/2503.13008v1
2503.13001v1,Linear-Size Neural Network Representation of Piecewise Affine Functions in $\mathbb{R}^2$,"It is shown that any continuous piecewise affine (CPA) function
$\mathbb{R}^2\to\mathbb{R}$ with $p$ pieces can be represented by a ReLU neural
network with two hidden layers and $O(p)$ neurons. Unlike prior work, which
focused on convex pieces, this analysis considers CPA functions with connected
but potentially non-convex pieces.",['Leo Zanotti'],2025-03-17,"['cs.LG', 'cs.NE', 'math.MG', 'stat.ML']",,http://arxiv.org/pdf/2503.13001v1
2503.12993v1,Robot Policy Transfer with Online Demonstrations: An Active Reinforcement Learning Approach,"Transfer Learning (TL) is a powerful tool that enables robots to transfer
learned policies across different environments, tasks, or embodiments. To
further facilitate this process, efforts have been made to combine it with
Learning from Demonstrations (LfD) for more flexible and efficient policy
transfer. However, these approaches are almost exclusively limited to offline
demonstrations collected before policy transfer starts, which may suffer from
the intrinsic issue of covariance shift brought by LfD and harm the performance
of policy transfer. Meanwhile, extensive work in the learning-from-scratch
setting has shown that online demonstrations can effectively alleviate
covariance shift and lead to better policy performance with improved sample
efficiency. This work combines these insights to introduce online
demonstrations into a policy transfer setting. We present Policy Transfer with
Online Demonstrations, an active LfD algorithm for policy transfer that can
optimize the timing and content of queries for online episodic expert
demonstrations under a limited demonstration budget. We evaluate our method in
eight robotic scenarios, involving policy transfer across diverse environment
characteristics, task objectives, and robotic embodiments, with the aim to
transfer a trained policy from a source task to a related but different target
task. The results show that our method significantly outperforms all baselines
in terms of average success rate and sample efficiency, compared to two
canonical LfD methods with offline demonstrations and one active LfD method
with online demonstrations. Additionally, we conduct preliminary sim-to-real
tests of the transferred policy on three transfer scenarios in the real-world
environment, demonstrating the policy effectiveness on a real robot
manipulator.","['Muhan Hou', 'Koen Hindriks', 'A. E. Eiben', 'Kim Baraka']",2025-03-17,"['cs.RO', 'cs.AI', 'cs.LG']",,http://arxiv.org/pdf/2503.12993v1
2503.12978v1,Enhancing Job Salary Prediction with Disentangled Composition Effect Modeling: A Neural Prototyping Approach,"In the era of the knowledge economy, understanding how job skills influence
salary is crucial for promoting recruitment with competitive salary systems and
aligned salary expectations. Despite efforts on salary prediction based on job
positions and talent demographics, there still lacks methods to effectively
discern the set-structured skills' intricate composition effect on job salary.
While recent advances in neural networks have significantly improved accurate
set-based quantitative modeling, their lack of explainability hinders obtaining
insights into the skills' composition effects. Indeed, model explanation for
set data is challenging due to the combinatorial nature, rich semantics, and
unique format. To this end, in this paper, we propose a novel intrinsically
explainable set-based neural prototyping approach, namely \textbf{LGDESetNet},
for explainable salary prediction that can reveal disentangled skill sets that
impact salary from both local and global perspectives. Specifically, we propose
a skill graph-enhanced disentangled discrete subset selection layer to identify
multi-faceted influential input subsets with varied semantics. Furthermore, we
propose a set-oriented prototype learning method to extract globally
influential prototypical sets. The resulting output is transparently derived
from the semantic interplay between these input subsets and global prototypes.
Extensive experiments on four real-world datasets demonstrate that our method
achieves superior performance than state-of-the-art baselines in salary
prediction while providing explainable insights into salary-influencing
patterns.","['Yang Ji', 'Ying Sun', 'Hengshu Zhu']",2025-03-17,['cs.LG'],,http://arxiv.org/pdf/2503.12978v1
2503.12966v1,Optimal Denoising in Score-Based Generative Models: The Role of Data Regularity,"Score-based generative models achieve state-of-the-art sampling performance
by denoising a distribution perturbed by Gaussian noise. In this paper, we
focus on a single deterministic denoising step, and compare the optimal
denoiser for the quadratic loss, we name ''full-denoising'', to the alternative
''half-denoising'' introduced by Hyv{\""a}rinen (2024). We show that looking at
the performances in term of distance between distribution tells a more nuanced
story, with different assumptions on the data leading to very different
conclusions. We prove that half-denoising is better than full-denoising for
regular enough densities, while full-denoising is better for singular densities
such as mixtures of Dirac measures or densities supported on a low-dimensional
subspace. In the latter case, we prove that full-denoising can alleviate the
curse of dimensionality under a linear manifold hypothesis.","['Eliot Beyler', 'Francis Bach']",2025-03-17,"['cs.LG', 'stat.ML']",,http://arxiv.org/pdf/2503.12966v1
2503.12964v1,Training Video Foundation Models with NVIDIA NeMo,"Video Foundation Models (VFMs) have recently been used to simulate the real
world to train physical AI systems and develop creative visual experiences.
However, there are significant challenges in training large-scale, high quality
VFMs that can generate high-quality videos. We present a scalable, open-source
VFM training pipeline with NVIDIA NeMo, providing accelerated video dataset
curation, multimodal data loading, and parallelized video diffusion model
training and inference. We also provide a comprehensive performance analysis
highlighting best practices for efficient VFM training and inference.","['Zeeshan Patel', 'Ethan He', 'Parth Mannan', 'Xiaowei Ren', 'Ryan Wolf', 'Niket Agarwal', 'Jacob Huffman', 'Zhuoyao Wang', 'Carl Wang', 'Jack Chang', 'Yan Bai', 'Tommy Huang', 'Linnan Wang', 'Sahil Jain', 'Shanmugam Ramasamy', 'Joseph Jennings', 'Ekaterina Sirazitdinova', 'Oleg Sudakov', 'Mingyuan Ma', 'Bobby Chen', 'Forrest Lin', 'Hao Wang', 'Vasanth Rao Naik Sabavat', 'Sriharsha Niverty', 'Rong Ou', 'Pallab Bhattacharya', 'David Page', 'Nima Tajbakhsh', 'Ashwath Aithal']",2025-03-17,"['cs.CV', 'cs.AI', 'cs.LG']",,http://arxiv.org/pdf/2503.12964v1
2503.13566v1,Classification of power quality events in the transmission grid: comparative evaluation of different machine learning models,"Automatic classification of electric power quality events with respect to
their root causes is critical for electrical grid management. In this paper, we
present comparative evaluation results of an extensive set of machine learning
models for the classification of power quality events, based on their root
causes. After extensive experiments using different machine learning libraries,
it is observed that the best performing learning models turn out to be Cubic
SVM and XGBoost. During error analysis, it is observed that the main source of
performance degradation for both models is the classification of ABC faults as
ABCG faults, or vice versa. Ultimately, the models achieving the best results
will be integrated into the event classification module of a large-scale power
quality and grid monitoring system for the Turkish electricity transmission
system.","['Umut Güvengir', 'Dilek Küçük', 'Serkan Buhan', 'Cuma Ali Mantaş', 'Murathan Yeniceli']",2025-03-17,"['eess.SP', 'cs.LG']",Presented at CIGRE SEERC 2023 Conference,http://arxiv.org/pdf/2503.13566v1
2503.12941v1,HiDe-LLaVA: Hierarchical Decoupling for Continual Instruction Tuning of Multimodal Large Language Model,"Instruction tuning is widely used to improve a pre-trained Multimodal Large
Language Model (MLLM) by training it on curated task-specific datasets,
enabling better comprehension of human instructions. However, it is infeasible
to collect all possible instruction datasets simultaneously in real-world
scenarios. Thus, enabling MLLM with continual instruction tuning is essential
for maintaining their adaptability. However, existing methods often trade off
memory efficiency for performance gains, significantly compromising overall
efficiency. In this paper, we propose a task-specific expansion and
task-general fusion framework based on the variations in Centered Kernel
Alignment (CKA) similarity across different model layers when trained on
diverse datasets. Furthermore, we analyze the information leakage present in
the existing benchmark and propose a new and more challenging benchmark to
rationally evaluate the performance of different methods. Comprehensive
experiments showcase a significant performance improvement of our method
compared to existing state-of-the-art methods. Our code will be public
available.","['Haiyang Guo', 'Fanhu Zeng', 'Ziwei Xiang', 'Fei Zhu', 'Da-Han Wang', 'Xu-Yao Zhang', 'Cheng-Lin Liu']",2025-03-17,"['cs.CL', 'cs.LG']",Preprint,http://arxiv.org/pdf/2503.12941v1
2503.12937v1,R1-VL: Learning to Reason with Multimodal Large Language Models via Step-wise Group Relative Policy Optimization,"Recent studies generally enhance MLLMs' reasoning capabilities via supervised
fine-tuning on high-quality chain-of-thought reasoning data, which often leads
models to merely imitate successful reasoning paths without understanding what
the wrong reasoning paths are. In this work, we aim to enhance the MLLMs'
reasoning ability beyond passively imitating positive reasoning paths. To this
end, we design Step-wise Group Relative Policy Optimization (StepGRPO), a new
online reinforcement learning framework that enables MLLMs to self-improve
reasoning ability via simple, effective and dense step-wise rewarding.
Specifically, StepGRPO introduces two novel rule-based reasoning rewards:
Step-wise Reasoning Accuracy Reward (StepRAR) and Step-wise Reasoning Validity
Reward (StepRVR). StepRAR rewards the reasoning paths that contain necessary
intermediate reasoning steps via a soft key-step matching technique, while
StepRAR rewards reasoning paths that follow a well-structured and logically
consistent reasoning process through a reasoning completeness and logic
evaluation strategy. With the proposed StepGRPO, we introduce R1-VL, a series
of MLLMs with outstanding capabilities in step-by-step reasoning. Extensive
experiments over 8 benchmarks demonstrate the superiority of our methods.","['Jingyi Zhang', 'Jiaxing Huang', 'Huanjin Yao', 'Shunyu Liu', 'Xikun Zhang', 'Shijian Lu', 'Dacheng Tao']",2025-03-17,"['cs.AI', 'cs.CL', 'cs.CV', 'cs.LG']",,http://arxiv.org/pdf/2503.12937v1
2503.12932v1,Efficient Action-Constrained Reinforcement Learning via Acceptance-Rejection Method and Augmented MDPs,"Action-constrained reinforcement learning (ACRL) is a generic framework for
learning control policies with zero action constraint violation, which is
required by various safety-critical and resource-constrained applications. The
existing ACRL methods can typically achieve favorable constraint satisfaction
but at the cost of either high computational burden incurred by the quadratic
programs (QP) or increased architectural complexity due to the use of
sophisticated generative models. In this paper, we propose a generic and
computationally efficient framework that can adapt a standard unconstrained RL
method to ACRL through two modifications: (i) To enforce the action
constraints, we leverage the classic acceptance-rejection method, where we
treat the unconstrained policy as the proposal distribution and derive a
modified policy with feasible actions. (ii) To improve the acceptance rate of
the proposal distribution, we construct an augmented two-objective Markov
decision process (MDP), which include additional self-loop state transitions
and a penalty signal for the rejected actions. This augmented MDP incentives
the learned policy to stay close to the feasible action sets. Through extensive
experiments in both robot control and resource allocation domains, we
demonstrate that the proposed framework enjoys faster training progress, better
constraint satisfaction, and a lower action inference time simultaneously than
the state-of-the-art ACRL methods. We have made the source code publicly
available to encourage further research in this direction.","['Wei Hung', 'Shao-Hua Sun', 'Ping-Chun Hsieh']",2025-03-17,"['cs.LG', 'I.2.6; I.5.1']","23 pages, 14 figures. Accepted at ICLR 2025",http://arxiv.org/pdf/2503.12932v1
2503.12930v1,Augmented Invertible Koopman Autoencoder for long-term time series forecasting,"Following the introduction of Dynamic Mode Decomposition and its numerous
extensions, many neural autoencoder-based implementations of the Koopman
operator have recently been proposed. This class of methods appears to be of
interest for modeling dynamical systems, either through direct long-term
prediction of the evolution of the state or as a powerful embedding for
downstream methods. In particular, a recent line of work has developed
invertible Koopman autoencoders (IKAEs), which provide an exact reconstruction
of the input state thanks to their analytically invertible encoder, based on
coupling layer normalizing flow models. We identify that the conservation of
the dimension imposed by the normalizing flows is a limitation for the IKAE
models, and thus we propose to augment the latent state with a second,
non-invertible encoder network. This results in our new model: the Augmented
Invertible Koopman AutoEncoder (AIKAE). We demonstrate the relevance of the
AIKAE through a series of long-term time series forecasting experiments, on
satellite image time series as well as on a benchmark involving predictions
based on a large lookback window of observations.","['Anthony Frion', 'Lucas Drumetz', 'Mauro Dalla Mura', 'Guillaume Tochon', 'Abdeldjalil Aïssa-El-Bey']",2025-03-17,"['cs.LG', 'stat.ML']",,http://arxiv.org/pdf/2503.12930v1
2503.13565v1,ML-SpecQD: Multi-Level Speculative Decoding with Quantized Drafts,"Speculative decoding (SD) has emerged as a method to accelerate LLM inference
without sacrificing any accuracy over the 16-bit model inference. In a typical
SD setup, the idea is to use a full-precision, small, fast model as ""draft"" to
generate the next few tokens and use the ""target"" large model to verify the
draft-generated tokens. The efficacy of this method heavily relies on the
acceptance ratio of the draft-generated tokens and the relative token
throughput of the draft versus the target model. Nevertheless, an efficient SD
pipeline requires pre-training and aligning the draft model to the target
model, making it impractical for LLM inference in a plug-and-play fashion. In
this work, we propose using MXFP4 models as drafts in a plug-and-play fashion
since the MXFP4 Weight-Only-Quantization (WOQ) merely direct-casts the BF16
target model weights to MXFP4. In practice, our plug-and-play solution gives
speedups up to 2x over the BF16 baseline. Then we pursue an opportunity for
further acceleration: the MXFP4 draft token generation itself can be
accelerated via speculative decoding by using yet another smaller draft. We
call our method ML-SpecQD: Multi-Level Speculative Decoding with Quantized
Drafts since it recursively applies speculation for accelerating the
draft-token generation. Combining Multi-Level Speculative Decoding with MXFP4
Quantized Drafts we outperform state-of-the-art speculative decoding, yielding
speedups up to 2.72x over the BF16 baseline.","['Evangelos Georganas', 'Dhiraj Kalamkar', 'Alexander Kozlov', 'Alexander Heinecke']",2025-03-17,"['cs.CL', 'cs.AI', 'cs.LG']",,http://arxiv.org/pdf/2503.13565v1
2503.12923v1,Lifelong Reinforcement Learning with Similarity-Driven Weighting by Large Models,"Lifelong Reinforcement Learning (LRL) holds significant potential for
addressing sequential tasks, but it still faces considerable challenges. A key
difficulty lies in effectively preventing catastrophic forgetting and
facilitating knowledge transfer while maintaining reliable decision-making
performance across subsequent tasks in dynamic environments. To tackle this, we
propose a novel framework, SDW (Similarity-Driven Weighting Framework), which
leverages large-language-model-generated dynamic functions to precisely control
the training process. The core of SDW lies in two functions pre-generated by
large models: the task similarity function and the weight computation function.
The task similarity function extracts multidimensional features from task
descriptions to quantify the similarities and differences between tasks in
terms of states, actions, and rewards. The weight computation function
dynamically generates critical training parameters based on the similarity
information, including the proportion of old task data stored in the Replay
Buffer and the strategy consistency weight in the loss function, enabling an
adaptive balance between learning new tasks and transferring knowledge from
previous tasks. By generating function code offline prior to training, rather
than relying on large-model inference during the training process, the SDW
framework reduces computational overhead while maintaining efficiency in
sequential task scenarios. Experimental results on Atari and MiniHack
sequential tasks demonstrate that SDW significantly outperforms existing
lifelong reinforcement learning methods.","['Zhiyi Huang', 'Xiaohan Shan', 'Jianmin Li']",2025-03-17,"['cs.LG', 'cs.SI']",,http://arxiv.org/pdf/2503.12923v1
2503.12919v1,COSMOS: Continuous Simplicial Neural Networks,"Simplicial complexes provide a powerful framework for modeling high-order
interactions in structured data, making them particularly suitable for
applications such as trajectory prediction and mesh processing. However,
existing simplicial neural networks (SNNs), whether convolutional or
attention-based, rely primarily on discrete filtering techniques, which can be
restrictive. In contrast, partial differential equations (PDEs) on simplicial
complexes offer a principled approach to capture continuous dynamics in such
structures. In this work, we introduce COntinuous SiMplicial neural netwOrkS
(COSMOS), a novel SNN architecture derived from PDEs on simplicial complexes.
We provide theoretical and experimental justifications of COSMOS's stability
under simplicial perturbations. Furthermore, we investigate the over-smoothing
phenomenon, a common issue in geometric deep learning, demonstrating that
COSMOS offers better control over this effect than discrete SNNs. Our
experiments on real-world datasets of ocean trajectory prediction and
regression on partial deformable shapes demonstrate that COSMOS achieves
competitive performance compared to state-of-the-art SNNs in complex and noisy
environments.","['Aref Einizade', 'Dorina Thanou', 'Fragkiskos D. Malliaros', 'Jhony H. Giraldo']",2025-03-17,['cs.LG'],"17 pages, 6 figures",http://arxiv.org/pdf/2503.12919v1
2503.12912v1,Pose as a Modality: A Psychology-Inspired Network for Personality Recognition with a New Multimodal Dataset,"In recent years, predicting Big Five personality traits from multimodal data
has received significant attention in artificial intelligence (AI). However,
existing computational models often fail to achieve satisfactory performance.
Psychological research has shown a strong correlation between pose and
personality traits, yet previous research has largely ignored pose data in
computational models. To address this gap, we develop a novel multimodal
dataset that incorporates full-body pose data. The dataset includes video
recordings of 287 participants completing a virtual interview with 36
questions, along with self-reported Big Five personality scores as labels. To
effectively utilize this multimodal data, we introduce the Psychology-Inspired
Network (PINet), which consists of three key modules: Multimodal Feature
Awareness (MFA), Multimodal Feature Interaction (MFI), and Psychology-Informed
Modality Correlation Loss (PIMC Loss). The MFA module leverages the Vision
Mamba Block to capture comprehensive visual features related to personality,
while the MFI module efficiently fuses the multimodal features. The PIMC Loss,
grounded in psychological theory, guides the model to emphasize different
modalities for different personality dimensions. Experimental results show that
the PINet outperforms several state-of-the-art baseline models. Furthermore,
the three modules of PINet contribute almost equally to the model's overall
performance. Incorporating pose data significantly enhances the model's
performance, with the pose modality ranking mid-level in importance among the
five modalities. These findings address the existing gap in personality-related
datasets that lack full-body pose data and provide a new approach for improving
the accuracy of personality prediction models, highlighting the importance of
integrating psychological insights into AI frameworks.","['Bin Tang', 'Keqi Pan', 'Miao Zheng', 'Ning Zhou', 'Jialu Sui', 'Dandan Zhu', 'Cheng-Long Deng', 'Shu-Guang Kuai']",2025-03-17,"['cs.CV', 'cs.LG']","9 pages, 6 figures, AAAI 2025 Oral",http://arxiv.org/pdf/2503.12912v1
2503.12902v1,Experiments with Optimal Model Trees,"Model trees provide an appealing way to perform interpretable machine
learning for both classification and regression problems. In contrast to
``classic'' decision trees with constant values in their leaves, model trees
can use linear combinations of predictor variables in their leaf nodes to form
predictions, which can help achieve higher accuracy and smaller trees. Typical
algorithms for learning model trees from training data work in a greedy
fashion, growing the tree in a top-down manner by recursively splitting the
data into smaller and smaller subsets. Crucially, the selected splits are only
locally optimal, potentially rendering the tree overly complex and less
accurate than a tree whose structure is globally optimal for the training data.
In this paper, we empirically investigate the effect of constructing globally
optimal model trees for classification and regression with linear support
vector machines at the leaf nodes. To this end, we present mixed-integer linear
programming formulations to learn optimal trees, compute such trees for a large
collection of benchmark data sets, and compare their performance against
greedily grown model trees in terms of interpretability and accuracy. We also
compare to classic optimal and greedily grown decision trees, random forests,
and support vector machines. Our results show that optimal model trees can
achieve competitive accuracy with very small trees. We also investigate the
effect on the accuracy of replacing axis-parallel splits with multivariate
ones, foregoing interpretability while potentially obtaining greater accuracy.","['Sabino Francesco Roselli', 'Eibe Frank']",2025-03-17,['cs.LG'],,http://arxiv.org/pdf/2503.12902v1
